youtube_id,time_start,time_end,label
KhMiBI_n5gs,2,12,catching or throwing baseball
KIDA9FJp5Tc,4,14,catching or throwing baseball
KJG-esy3ZKU,68,78,catching or throwing baseball
km0giUogJpM,29,39,catching or throwing baseball
kMs4D9Pc6yA,1,11,catching or throwing baseball
kOVc13Rc1eU,0,10,catching or throwing baseball
KQc4pRMT3l8,1,11,catching or throwing baseball
krmr88CLKTY,20,30,catching or throwing baseball
KZdopUQd5hs,2,12,catching or throwing baseball
kZ_moycoVkE,192,202,catching or throwing baseball
K_xxbWrYdiM,7,17,catching or throwing baseball
L5dyHjcgtq8,1,11,catching or throwing baseball
l9TiEWUPz1M,78,88,catching or throwing baseball
LBEhdxWx0Lw,12,22,catching or throwing baseball
Lc0oIMplarI,4,14,catching or throwing baseball
lDarfBeJ5UA,2,12,catching or throwing baseball
lDh6hrUYdPM,45,55,catching or throwing baseball
LEytLQ9PxGI,35,45,catching or throwing baseball
lIU7YzKcHW8,21,31,catching or throwing baseball
LLAEGU4-W3M,4,14,catching or throwing baseball
LmkqNht8NCM,73,83,catching or throwing baseball
lnje2bHyphU,14,24,catching or throwing baseball
lNs5aewZ2Tc,2,12,catching or throwing baseball
lNtAaowp1V4,15,25,catching or throwing baseball
lsCGPvJzvUw,3,13,catching or throwing baseball
luBHDsjZSt0,39,49,catching or throwing baseball
LUc5uppqib0,25,35,catching or throwing baseball
lv9a8by_oqc,465,475,catching or throwing baseball
LVv0JoAXjns,6,16,catching or throwing baseball
lXsgcS6EHCc,1,11,catching or throwing baseball
M-SucFfaemc,291,301,catching or throwing baseball
m03-rhZhJeM,50,60,catching or throwing baseball
M1c-RYCGwf8,4,14,catching or throwing baseball
M1W4vfoWRNA,64,74,catching or throwing baseball
M5rzlFpirgY,0,10,catching or throwing baseball
MCvtnyqG4MM,163,173,catching or throwing baseball
Md6n4KwAEmY,1,11,catching or throwing baseball
MEaBPWMlPDY,3,13,catching or throwing baseball
MF5XSKcYcc8,17,27,catching or throwing baseball
MGSy0VLj4Yk,41,51,catching or throwing baseball
mHp7Qja9azk,2,12,catching or throwing baseball
mIgB0b1yNlI,3,13,catching or throwing baseball
mm95qdc9hOM,0,10,catching or throwing baseball
MmNh1z0qeJw,27,37,catching or throwing baseball
MoMxll6nazI,1,11,catching or throwing baseball
moz7vcAD_X8,2,12,catching or throwing baseball
mqkz2VcZALs,20,30,catching or throwing baseball
MT7lcUSk2mQ,45,55,catching or throwing baseball
MymROKNNR-o,64,74,catching or throwing baseball
M_kj8nqgbgI,3,13,catching or throwing baseball
M_pcC-IkeqY,109,119,catching or throwing baseball
N0YNtp0yWGk,2,12,catching or throwing baseball
n5gqN6lvlT4,2,12,catching or throwing baseball
nHN978g-vv8,7,17,catching or throwing baseball
nHw91FsrvGo,229,239,catching or throwing baseball
nMq4xzzy1rA,61,71,catching or throwing baseball
nn-2826m1Og,77,87,catching or throwing baseball
NoL6tnkyjtY,99,109,catching or throwing baseball
nqpQpuPdskg,32,42,catching or throwing baseball
Nst5fJEm5O8,4,14,catching or throwing baseball
ntHYVy7lWoc,34,44,catching or throwing baseball
NXziPR0E28w,0,10,catching or throwing baseball
O0BLNhV8CnM,14,24,catching or throwing baseball
O16msT1JYWE,7,17,catching or throwing baseball
O3qsr4ipYxk,2,12,catching or throwing baseball
o5-qtzsX9ac,10,20,catching or throwing baseball
O5ofe-8l4S0,36,46,catching or throwing baseball
O9TIm4L9EaI,1,11,catching or throwing baseball
o9UGLG8qiFQ,248,258,catching or throwing baseball
OcFChXuAH0Q,60,70,catching or throwing baseball
Oe2Nhzw3OOo,2,12,catching or throwing baseball
OeAT1DEchmU,7,17,catching or throwing baseball
OfTGYE8NkQk,39,49,catching or throwing baseball
ojIFHoiHEKo,11,21,catching or throwing baseball
oMP6GQkBgtc,4,14,catching or throwing baseball
OoTgJMNmhoI,5,15,catching or throwing baseball
oP6vTQaVuSo,5,15,catching or throwing baseball
ou6mn9zBl0w,1,11,catching or throwing baseball
OUGVBb2fic0,1,11,catching or throwing baseball
OVov8Ngf0iA,3,13,catching or throwing baseball
Ox9DH4HUsqw,2,12,catching or throwing baseball
OyFL1sSwcPQ,139,149,catching or throwing baseball
oyijMoKW_nE,3,13,catching or throwing baseball
p-528jjQFks,27,37,catching or throwing baseball
p-xd882vin0,3,13,catching or throwing baseball
P7V8rQBakM4,3,13,catching or throwing baseball
p8VmcL5BT7w,32,42,catching or throwing baseball
P948O90bzWk,183,193,catching or throwing baseball
Pa8PV00-7ZQ,31,41,catching or throwing baseball
PfGVVCwkygQ,12,22,catching or throwing baseball
PG9EeSAPxTY,9,19,catching or throwing baseball
pGF8ye1qAsg,4,14,catching or throwing baseball
phtQHjgw67o,46,56,catching or throwing baseball
pI2cfdmRDFc,2,12,catching or throwing baseball
PIMARLKbdcY,292,302,catching or throwing baseball
PJVCfodbi5w,4,14,catching or throwing baseball
Pk5aWefjVe4,9,19,catching or throwing baseball
PmZbr7o2_Ks,20,30,catching or throwing baseball
pNzrXaG_a84,0,10,catching or throwing baseball
poDy58YUZAU,2,12,catching or throwing baseball
pOWu1dAaE9w,4,14,catching or throwing baseball
Pr3wzw_Ytfg,33,43,catching or throwing baseball
pTatFmLZPuE,55,65,catching or throwing baseball
pvZzsY2zXQQ,1,11,catching or throwing baseball
pw2sH9us0Ao,79,89,catching or throwing baseball
pwnLwI-f3eA,13,23,catching or throwing baseball
PWzXLzknWW8,57,67,catching or throwing baseball
PY4C900gNh8,116,126,catching or throwing baseball
Q-aB2ot5F34,51,61,catching or throwing baseball
qAgYnAVIAyg,15,25,catching or throwing baseball
qDo2lKkBkKc,2,12,catching or throwing baseball
Qhi8Wk5kgUE,75,85,catching or throwing baseball
qIPHqo6boWc,32,42,catching or throwing baseball
QJe7OgJFFQs,2,12,catching or throwing baseball
QJoZKprzEP0,3,13,catching or throwing baseball
QmM1qIzz5tM,2,12,catching or throwing baseball
QmUxx7jZTVc,16,26,catching or throwing baseball
QOB67m1Low0,16,26,catching or throwing baseball
qp46Jph_oCQ,9,19,catching or throwing baseball
QPBrzij0Aks,32,42,catching or throwing baseball
QPydHrCkpTQ,3,13,catching or throwing baseball
QqcbbbAYMlM,174,184,catching or throwing baseball
QR4O14NPnY4,4,14,catching or throwing baseball
QTe4hbTpuR4,61,71,catching or throwing baseball
QTGMIdd_TCM,50,60,catching or throwing baseball
qtiUFRFth54,42,52,catching or throwing baseball
QTQtkxqZFCc,42,52,catching or throwing baseball
quxaIobmgeg,4,14,catching or throwing baseball
qxmmrubm9aM,2,12,catching or throwing baseball
RazDRlcfM8Y,16,26,catching or throwing baseball
rBJkjdWLNPQ,1,11,catching or throwing baseball
rbMxipici0k,26,36,catching or throwing baseball
rCN7vJKr3HQ,0,10,catching or throwing baseball
re4EDrS3gyc,5,15,catching or throwing baseball
rEW6SYx0TLo,2,12,catching or throwing baseball
Rf-yy6CGw-0,1,11,catching or throwing baseball
rhzGs4cYF1s,0,10,catching or throwing baseball
rlZkx-8Y2Ds,3,13,catching or throwing baseball
rnfTvf9cpXE,0,10,catching or throwing baseball
RnO_rJczJ-8,86,96,catching or throwing baseball
rnyU0tbrfUM,10,20,catching or throwing baseball
rQTeWLrguU4,29,39,catching or throwing baseball
rRDOQE_6hA0,119,129,catching or throwing baseball
rreJsFH-xZg,7,17,catching or throwing baseball
rRoN0xtUvZc,4,14,catching or throwing baseball
rVhmkOYCAdY,8,18,catching or throwing baseball
rWGsnSuKK54,23,33,catching or throwing baseball
r_fV2NDu7no,60,70,catching or throwing baseball
S-SMdTQ0vag,19,29,catching or throwing baseball
S39zQVaUonQ,43,53,catching or throwing baseball
s73fS80R9V0,33,43,catching or throwing baseball
SA23Gr_2aXE,21,31,catching or throwing baseball
scf7TJwhJHA,13,23,catching or throwing baseball
SDAmcqTuDJI,4,14,catching or throwing baseball
sKskM2dOvYI,30,40,catching or throwing baseball
sl2SEbe1CSs,20,30,catching or throwing baseball
SMOj28MzjLo,3,13,catching or throwing baseball
SNwx-8W73dE,82,92,catching or throwing baseball
SOoO4inzat8,303,313,catching or throwing baseball
SQWEMOT16NI,0,10,catching or throwing baseball
SuoCrGkNB-U,22,32,catching or throwing baseball
SWM00p-g0dU,2,12,catching or throwing baseball
sWTkxIwL6Yg,28,38,catching or throwing baseball
sxceSx7pSEo,3,13,catching or throwing baseball
SYFwbM8xDew,0,10,catching or throwing baseball
S_yPj2bRRUs,19,29,catching or throwing baseball
t1DnIdeyQt4,0,10,catching or throwing baseball
T3UiMNVYZIA,2,12,catching or throwing baseball
tbGAtXbgW_Q,75,85,catching or throwing baseball
tikNseInfyk,16,26,catching or throwing baseball
tilaDiiDmh4,4,14,catching or throwing baseball
tjwnneZ6eWE,23,33,catching or throwing baseball
tLhtUbNcj5o,81,91,catching or throwing baseball
TqgshUrWTJw,79,89,catching or throwing baseball
tQxoRAv3CTY,1,11,catching or throwing baseball
TR17qNKOM58,2,12,catching or throwing baseball
TSpva3gNlpQ,1,11,catching or throwing baseball
tWx3_uVZwkg,131,141,catching or throwing baseball
tXuAHGSlrwA,0,10,catching or throwing baseball
t_38Di1bFVo,0,10,catching or throwing baseball
u-2s9oHsVOA,9,19,catching or throwing baseball
U-3Qyrh6Tt0,2,12,catching or throwing baseball
U-9yKgzMnl8,19,29,catching or throwing baseball
u8nSFaK1wAU,12,22,catching or throwing baseball
UaAVrcX8UTc,1,11,catching or throwing baseball
UADTsLTIah4,6,16,catching or throwing baseball
UEMSUYblMhc,4,14,catching or throwing baseball
uFxdIcLxikA,44,54,catching or throwing baseball
uhi33-fnGyU,0,10,catching or throwing baseball
uIeUzUAj5H0,4,14,catching or throwing baseball
uMTFmRq_7fA,2,12,catching or throwing baseball
Uoe0EQh3740,2,12,catching or throwing baseball
UpNeeIumyxc,2,12,catching or throwing baseball
URJ0NiTwSpA,58,68,catching or throwing baseball
UrXvma06F4E,2,12,catching or throwing baseball
uUQSRN-nC40,1,11,catching or throwing baseball
UvbFwXLWDIk,1,11,catching or throwing baseball
uW84Qjgrrac,15,25,catching or throwing baseball
UYItjZ8hPg0,37,47,catching or throwing baseball
V32htvlG3bo,4,14,catching or throwing baseball
V4f811oZZRs,37,47,catching or throwing baseball
vaPPJ471riY,15,25,catching or throwing baseball
vB6olv8iNs8,75,85,catching or throwing baseball
vcgd_aSjVtM,216,226,catching or throwing baseball
vCVPQs4ZhwI,13,23,catching or throwing baseball
Vde39DzjCjM,3,13,catching or throwing baseball
vdReSGQJHos,0,10,catching or throwing baseball
vGqVLsKSd7U,10,20,catching or throwing baseball
viWOHyxxNOM,8,18,catching or throwing baseball
vI_NpUA3wcI,3,13,catching or throwing baseball
VJNYzkly8Ng,1,11,catching or throwing baseball
VNnGytJD1Kw,50,60,catching or throwing baseball
vOmcCPnJJZw,4,14,catching or throwing baseball
vsEXs0xEvdw,1,11,catching or throwing baseball
vvTZASQ6iIY,58,68,catching or throwing baseball
v_vuQHdRRK8,6,16,catching or throwing baseball
W1wPbMNf0AQ,0,10,catching or throwing baseball
w55kfCrk4VM,3,13,catching or throwing baseball
W5si9GqO68g,44,54,catching or throwing baseball
W5u-RmljpwM,67,77,catching or throwing baseball
waEbGyhoCo0,9,19,catching or throwing baseball
WalQKutPEag,1,11,catching or throwing baseball
wAs5oVwChJc,0,10,catching or throwing baseball
WCaTy1Z2qg8,0,10,catching or throwing baseball
wDPlLNz3Xx8,3,13,catching or throwing baseball
WO19pVDzas8,50,60,catching or throwing baseball
WoBcI6CiY7E,16,26,catching or throwing baseball
WQ2QZmC65dM,3,13,catching or throwing baseball
WQAbs_Pm3ps,98,108,catching or throwing baseball
wqfUS0vel8Y,145,155,catching or throwing baseball
wVP-7P6jvcI,0,10,catching or throwing baseball
wvP_ZrpjOKs,119,129,catching or throwing baseball
wwRmPBTrZx0,0,10,catching or throwing baseball
wX36XDCMX5w,64,74,catching or throwing baseball
wZL1nnIFiNg,1,11,catching or throwing baseball
w_YQ3VMCkKk,21,31,catching or throwing baseball
XmDVmm7ifig,37,47,catching or throwing baseball
XnxPVlzNQiY,57,67,catching or throwing baseball
xrygOElnq5I,2,12,catching or throwing baseball
